;_11MKA01CE003S_XQ01;_12MKA01CE003S_XQ01;_10MKA01CE003A_XQ01;_11MKA01CE004_XQ01;_12MKA01CE004_XQ01;_10MKA01CE004_XQ01;_10CJA00DU001_ZQ02HW;Potencia_Corrigida_UG01;Potencia_Corrigida_UG02;Potencia_Corrigida_UG03;_11MBA10EU001A_XQ01;_11MBA10EU001H_XQ01;_11MBA10EU001L_XQ01;_11MBA10EU002A_ZQ01;_11MBA10EU006_ZQ01;_12MBA10EU001A_XQ01;_12MBA10EU001H_XQ01;_12MBA10EU001L_XQ01;_12MBA10EU002A_ZQ01;_12MBA10EU006_ZQ01;_00GCL01CL001_XQ01;_00GDL01CL001_XQ01;_00GNK26CL001_XQ01;_00GCR10CL001_XQ01;_00QCKL01CL001_XQ01;_00QCJ01CL001_XQ01;_00QCL01CL001_XQ01;_00QCG01CL001_XQ01CM;_11MBA10CT121S_XQ01;_11MBA10CT123S_XQ01;_11MBA10CT125S_XQ01;_12MBA10CT121S_XQ01;_12MBA10CT123S_XQ01;_12MBA10CT125S_XQ01;_10LBA20FP004_XQ01;_10LBC40CP001_XQ01;_10LBB50FP004_XQ01;_10LBA90FP004_XQ01;_10LBA20FT007A_XQ01;_10LBC40CT001A_XQ01;_10LBB50FT007A_XQ01;_10LBA90CT001A_XQ01;_10MAG10CP002_XQ01;_10MAG10CP003_XQ01;_10MAG10CP004_XQ01;_11BAT01CT001_XQ01HW;_11BAT01CT002_XQ01HW;_11BBT01CT001_XQ01HW;_11BBT01CT002_XQ01HW;_12BAT01CT001_XQ01HW;_12BAT01CT002_XQ01HW;_12BBT01CT001_XQ01HW;_12BBT01CT002_XQ01HW;_10BAT01CT001_XQ01HW;_10BAT01CT002_XQ01HW;HR11;HR12;Heat_Rate_Maua3;_11QUB23CQ002_XQ01HW;_11QUB32CQ002_XQ01HW;_11QUB21CQ002_XQ01HW;_12QUB23CQ002_XQ01HW;_12QUB32CQ002_XQ01HW;_12QUB21CQ002_XQ01HW;_11MBY10EE903_ZQ01;_11MBY10EE913_ZQ30;_11MBY10EE913_ZQ40;_12MBY10EE903_ZQ01;_12MBY10EE913_ZQ30;_12MBY10EE913_ZQ40;_10MAY40EP801_XQ01;_10MAY40EP801_XQ10;_10MAY40EP801_XQ20;_11MBA10CT183S_XQ99;_11MBL05CP003S_XQ01;_11MBL15EG901_ZQ10;_11MBP30CP001S_XQ01;_11MBP30CT001S_OUT;_11MBP10CP003S_XQ01;_11MBP10CT003S_ZQ01;_12MBA10CT183S_XQ99;_12MBL05CP003S_XQ01;_12MBL15EG901_ZQ10;_12MBP30CP001S_XQ01;_12MBP30CT001S_OUT;_12MBP10CP003S_XQ01;_12MBP10CT003S_ZQ01;_11MBA10CP003S_XQ01;_11MBH40CT003S_XQ02;_11MBA10CG002S_XQ01;eficiencia_adiabatica_ug1;_12MBA10CP003S_XQ01;_12MBH40CT003S_XQ01;_12MBA10CG002S_XQ01;eficiencia_adiabatica_ug2
2022-05-11 02:35:00;0.0;179.52591;71.43185;-0.4074377;10.882217;1.5726298;251.38892;184.52612;186.15201;200.73724;27.37122;28.452358;26.16745;26.991838;1.2037915;613.3729;619.8259;607.30145;613.2014;6.565347;97.954;93.29661;32.52165;8.879148;46.92167;58.10334;47.82768;55.894234;0.0;0.0;0.0;423.83566;415.66373;331.19012;107.420906;27.47212;25.921211;2.6710646;549.3024;418.56052;547.0789;272.8901;0.09910159;0.05367862;0.13317989;58.97134;58.906967;46.503136;47.299526;72.50367;86.09699;48.10331;48.34743;56.682873;58.442104;0.0;10080.127;7222.888;2.0580015;2.0579247;2.057765;0.49853754;0.50067085;0.47565264;192.0;30548.332;36626.68;241.0;29974.217;37283.816;157.0;27325.113;27148.42;28.495037;101.038376;75.814514;100.17149;26.4529;14.2826805;83.98002;27.413431;101.03365;79.39431;3440.273;27.041548;458.91785;415.30624;100.69518;28.364922;-5.850507;-300.36676;1657.359;441.59528;-2.9901874;89.046234
2022-05-11 02:36:00;0.0;179.73857;71.64902;-0.40494025;10.612449;1.8036535;251.2798;184.53397;186.18108;200.75034;27.39309;28.426966;26.134228;27.030323;1.2054859;613.1698;619.5912;607.0602;612.9777;6.4772787;97.978;93.299805;32.51946;8.883584;46.920795;58.10151;47.826202;55.893097;0.0;0.0;0.0;423.821;415.63217;331.14972;107.457375;27.468689;25.921412;2.7199214;549.1758;418.43613;547.2318;272.94345;0.09908706;0.05350725;0.13312782;58.90709;58.83065;46.502243;47.30184;72.5181;86.13088;48.10223;48.347477;56.68076;58.426422;0.0;10090.546;7211.794;2.0579917;2.0579166;2.057731;0.49999735;0.50105643;0.4753828;192.0;30548.332;36626.68;241.0;29974.232;37283.836;157.0;27325.133;27148.434;28.489687;101.0383;75.82361;100.18604;26.479496;14.356672;84.00789;27.393091;101.03314;79.527054;3440.0676;27.032364;458.79208;415.17648;100.69101;28.354427;-5.8502274;-300.23776;1657.762;441.56754;-2.9953384;89.069916
2022-05-11 02:37:00;0.0;179.67941;72.00107;-0.40244275;10.433173;1.6179059;251.3645;184.5418;186.20741;200.76259;27.414959;28.401571;26.101006;27.068808;1.2164774;613.2809;619.4501;606.9529;612.97906;6.5573235;98.02061;93.303;32.51727;8.89052;46.91992;58.09968;47.824726;55.891964;0.0;0.0;0.0;423.80637;415.60062;331.10928;107.49581;27.466616;25.92161;2.674175;549.04913;418.3117;547.12317;272.9978;0.09907253;0.05333588;0.13307574;58.911724;58.821182;46.50135;47.30402;72.341064;85.99033;48.10415;48.347523;56.690968;58.419395;0.0;10083.66;7212.3574;2.057982;2.0579083;2.057828;0.50103205;0.50078243;0.47438133;192.0;30548.332;36626.68;241.0;29974.25;37283.85;157.0;27325.15;27148.447;28.484339;101.038216;75.8327;100.20059;26.49447;14.313946;83.90616;27.372751;101.03263;79.5837;3439.862;27.023178;458.81085;415.04675;100.68683;28.343931;-5.8499227;-340.22992;1658.282;441.53976;-2.998391;89.06619
2022-05-11 02:38:00;0.0;179.66348;71.64577;-0.3999453;10.338943;1.3240722;251.26471;184.54988;186.23375;200.78046;27.436827;28.376179;26.067783;27.065607;1.2274688;613.1209;619.309;606.7689;613.02527;6.6386495;98.08183;93.3062;32.515083;8.897456;46.91905;58.09785;47.82325;55.89083;0.0;0.0;0.0;423.82703;415.56906;331.06885;107.52957;27.473398;25.921808;2.6768997;548.9225;418.14563;547.01184;273.05215;0.09905265;0.05316451;0.13302368;58.799896;58.730816;46.49695;47.307274;72.42829;86.05564;48.106064;48.34757;56.647106;58.411564;0.0;10049.583;7196.763;2.0579722;2.0579;2.057729;0.5019385;0.5002641;0.47331488;192.0;30548.332;36626.68;241.0;29974.268;37283.867;157.0;27325.17;27148.46;28.47899;101.03813;75.8418;100.21514;26.47034;14.268288;83.80442;27.353561;101.03212;79.54234;3439.5662;27.013994;458.8664;414.917;100.682655;28.333437;-5.849618;-230.27606;1658.9171;441.51202;-2.9926991;89.05011
2022-05-11 02:39:00;0.0;179.88594;71.695076;-0.39744782;10.244712;1.1672461;251.1649;184.55803;186.26007;200.80023;27.402962;28.350786;26.034561;27.023016;1.2384604;612.85913;619.3202;606.5107;612.86224;6.726987;98.12868;93.309395;32.512894;8.904393;46.918175;58.09602;47.821774;55.889328;0.0;0.0;0.0;423.8749;415.53748;331.02844;107.54147;27.480179;25.922007;2.6687422;548.7958;417.9752;546.9005;273.10648;0.09903016;0.053565558;0.1329716;58.749344;58.67101;46.48263;47.293663;72.38773;86.0158;48.101173;48.34762;56.667126;58.42508;0.0;10101.923;7229.839;2.0579624;2.0578916;2.0577269;0.5025736;0.4991748;0.4729293;192.0;30548.332;36626.68;241.0;29974.283;37283.887;157.0;27325.19;27148.477;28.473642;101.03746;75.8509;100.22969;26.44621;14.313444;83.70268;27.335308;101.03162;79.500175;3439.0654;27.004808;458.66565;414.78723;100.678474;28.32294;-5.8493133;-219.87094;1659.0831;441.48428;-2.9870076;89.09178
2022-05-11 02:40:00;0.0;179.8875;71.50843;-0.39495036;10.150481;1.0104201;251.0651;184.5662;186.25688;200.8035;27.360033;28.325392;26.001339;26.980427;1.2494519;612.59735;618.983;606.5856;612.66864;6.7402945;98.17331;93.31259;32.510708;8.911329;46.9173;58.09419;47.820293;55.886814;0.0;0.0;0.0;423.92282;415.50592;330.988;107.553375;27.48696;25.922205;2.663587;548.6691;417.80475;546.7892;273.16083;0.099007666;0.053765472;0.13330601;58.73033;58.634773;46.47343;47.294327;72.26414;85.90535;48.10089;48.347664;56.63369;58.401638;0.0;10073.883;7200.1934;2.0579526;2.0578833;2.0578077;0.50289154;0.49836367;0.47333354;192.0;30548.332;36626.68;241.0;29974.3;37283.902;157.0;27325.207;27148.49;28.468204;101.0361;75.85999;100.24424;26.422081;14.306901;83.60095;27.317055;101.031105;79.49151;3438.5647;26.995625;458.53302;414.69626;100.688194;28.312447;-5.8490086;-209.4658;1658.5048;441.45654;-2.9813159;89.02052
2022-05-11 02:41:00;0.0;179.75497;71.450035;-0.3924529;10.056251;0.8535939;250.9653;184.57434;186.19629;200.78053;27.317104;28.3;25.968119;26.937836;1.2604433;612.3356;618.19904;606.4536;612.45264;6.590632;98.21614;93.31579;32.50852;8.918265;46.916428;58.092358;47.818073;55.884304;0.0;0.0;0.0;423.9707;415.438;330.9476;107.526695;27.493698;25.922405;2.6650198;548.5425;417.6343;546.67786;273.18463;0.098985165;0.05385402;0.1333909;58.747242;58.643566;46.47127;47.29769;72.44729;86.07915;48.099674;48.34771;56.65259;58.405457;0.0;10096.379;7227.125;2.0579429;2.057875;2.0578196;0.5029297;0.49820983;0.4739462;192.0;30548.332;36626.68;241.0;29974.316;37283.918;157.0;27325.227;27148.504;28.462624;101.03475;75.86909;100.23355;26.397951;14.310356;83.499214;27.298801;101.030594;79.39677;3438.0637;26.986439;458.4737;414.79;100.70292;28.30195;-5.848704;-199.06068;1659.0753;441.42877;-2.975624;89.04488
2022-05-11 02:42:00;0.0;179.42557;71.2451;-0.39104387;9.962019;0.6967678;250.8655;184.5825;186.1819;200.77507;27.274174;28.274607;25.934896;26.895245;1.2589713;612.2411;618.1747;605.7447;612.2367;6.4862638;98.25866;93.318985;32.50633;8.925202;46.915554;58.090527;47.815666;55.88179;0.0;0.0;0.0;423.98407;415.36166;330.90717;107.49975;27.500328;25.929403;2.6621935;548.41583;417.65616;546.5665;273.1295;0.09895172;0.053571302;0.13329232;58.73144;58.675224;46.46911;47.292732;72.3724;86.03152;48.098457;48.347755;56.618702;58.399693;0.0;10108.513;7211.905;2.0579677;2.0579355;2.0577455;0.5034042;0.49880823;0.47398984;192.0;30548.332;36626.68;241.0;29974.334;37283.934;157.0;27325.244;27148.518;28.457043;101.033394;75.909805;100.186554;26.37382;14.308024;83.397484;27.291422;101.03008;79.30203;3437.563;26.977255;458.70068;414.88376;100.71764;28.291456;-5.8483987;-188.65555;1659.0999;441.40103;-2.9699323;89.08262
2022-05-11 02:43:00;0.0;179.34552;71.16533;-0.39260623;9.867788;0.5832001;250.6697;184.59065;186.1819;200.77507;27.231245;28.249212;25.901674;26.852655;1.2542877;612.2123;617.78253;605.714;611.76746;6.395392;98.30273;93.31163;32.504143;8.932138;46.91468;58.088696;47.81326;55.879276;0.0;0.0;0.0;423.94308;415.28534;330.86676;107.47279;27.50696;26.032066;2.6585546;548.2058;417.7264;546.4552;273.07434;0.09890656;0.053628363;0.13319372;58.804386;58.7381;46.46668;47.288635;72.52138;86.1704;48.09724;48.3478;56.615562;58.37152;0.0;10095.674;7231.706;2.057945;2.0578732;2.057856;0.50421274;0.49966192;0.47441986;192.0;30548.332;36626.68;241.0;29974.35;37283.953;157.0;27325.264;27148.531;28.451462;101.03204;75.975494;100.13956;26.34969;14.313986;83.295746;27.32584;101.02958;79.2073;3437.0623;26.96807;458.5551;414.9775;100.73237;28.28096;-5.848094;-184.03944;1657.7395;441.3733;-2.974797;89.12451
2022-05-11 02:44:00;0.0;179.20787;71.1662;-0.39416856;9.773558;1.1304982;250.4209;184.59882;186.1819;200.77507;27.188316;28.22382;25.868452;26.810064;1.249604;611.33887;617.44305;604.6857;611.20087;6.7136436;98.34736;93.299385;32.501953;8.9390745;46.913807;58.086864;47.810852;55.876762;0.0;0.0;0.0;423.90213;415.209;330.82632;107.44585;27.51359;25.954529;2.6445065;547.943;417.79666;546.3439;273.0192;0.09891252;0.053685427;0.13309512;58.791954;58.71311;46.46243;47.290604;72.486145;86.12939;48.096024;48.347847;56.58136;58.348564;0.0;10034.872;7216.744;2.0579953;2.0578976;2.0578463;0.50603604;0.5007171;0.47534406;192.0;30548.332;36626.68;241.0;29974.367;37283.97;157.0;27325.283;27148.547;28.445879;101.03069;75.98293;100.09257;26.32556;14.213482;83.194016;27.34994;101.02907;79.250046;3436.5613;26.958885;458.73376;415.12045;100.747086;28.270466;-5.8478155;-182.60358;1656.4811;441.34555;-2.994836;89.07966
2022-05-11 02:45:00;0.0;178.78835;70.9842;-0.3957309;9.679327;0.89244753;250.1799;184.60696;186.1819;200.77507;27.139519;28.198427;25.83523;26.767473;1.2449204;610.2753;617.2474;603.54376;609.88245;6.776917;98.40737;93.28715;32.499767;8.9441395;46.912933;58.085037;47.808445;55.87425;0.0;0.0;0.0;423.86115;415.1327;330.81064;107.41889;27.522541;26.015348;2.624927;547.68024;417.86694;546.23254;272.96405;0.09896623;0.053741228;0.13324238;58.83121;58.729176;46.458183;47.288433;72.414345;86.042015;48.100983;48.347893;56.552296;58.325817;0.0;10041.717;7171.478;2.0579834;2.0579207;2.0577395;0.5078221;0.501875;0.4751543;192.0;30548.332;36626.68;241.0;29974.383;37283.984;157.0;27325.3;27148.56;28.440298;101.029335;75.94715;100.04557;26.30143;14.261205;83.09228;27.35846;101.02856;79.162605;3436.0605;26.9497;460.12415;415.36172;100.747856;28.25997;-5.848517;-183.2741;1655.2227;441.31778;-2.9967425;89.03699
2022-05-11 02:46:00;0.0;178.36226;70.72573;-0.39729327;9.572272;0.9275632;248.87488;184.61513;186.12367;200.75299;27.070866;28.173035;25.802008;26.724884;1.2402368;609.10565;615.0808;602.2991;609.0583;6.8122993;98.47347;93.2749;32.497578;8.948916;46.91206;58.083206;47.806038;55.871735;0.0;0.0;0.0;423.82016;414.9084;330.8412;107.36486;27.53252;26.052952;2.6681502;547.4174;417.9372;546.1212;272.9089;0.09893406;0.053641405;0.13339996;58.745968;58.66785;46.449295;47.285305;72.33351;85.92629;48.083733;48.34794;56.577583;58.33597;0.0;10096.742;7255.2266;2.057961;2.0578732;2.0577567;0.5094061;0.50376964;0.47609478;192.0;30548.332;36626.68;241.0;29974.4;37284.0;157.0;27325.32;27148.574;28.434717;101.02857;75.91138;99.99857;26.2773;14.321982;82.99055;27.36698;101.028046;78.991234;3439.1426;26.940516;460.54398;415.60303;100.74128;28.249475;-5.8492184;-183.9446;1656.7599;441.30518;-2.9885118;89.057755
2022-05-11 02:47:00;0.0;177.66232;70.53536;-0.39885563;9.461261;1.0765873;248.55801;184.62346;186.12367;200.78096;27.002213;28.14764;25.725323;26.682293;1.2355531;608.4727;613.70386;601.60785;608.1959;6.847682;98.520935;93.26266;32.495388;8.953694;46.911186;58.081375;47.80363;55.86922;0.0;0.0;0.0;423.77917;414.57355;330.87177;107.28892;27.5425;26.090553;2.6472175;547.09235;418.00745;545.85767;272.85376;0.09896963;0.053541582;0.13337097;58.820343;58.74268;46.443417;47.283062;72.20631;85.747604;48.07401;48.347984;56.55266;58.317715;0.0;10066.068;7252.4746;2.0579782;2.057872;2.0578616;0.5103532;0.50509924;0.47683933;192.0;30548.332;36626.68;241.0;29974.416;37284.02;157.0;27325.338;27148.588;28.429136;101.029594;75.875595;99.951584;26.25317;14.299003;82.88881;27.3755;101.02754;78.891365;3444.1458;26.93133;461.1188;415.84766;100.734695;28.23898;-5.8499193;-57.388237;1655.5383;441.3196;-2.980281;89.12048
2022-05-11 02:48:00;0.0;176.97374;70.3796;-0.40041795;9.350248;0.96480024;247.7326;184.63193;186.05084;200.75337;26.933558;28.122248;25.645868;26.61473;1.2308695;607.3098;611.7313;600.34595;606.5726;6.8830643;98.56219;93.26581;32.493202;8.958471;46.910313;58.07963;47.801224;55.866707;0.0;0.0;0.0;423.7382;414.2486;330.9023;107.19916;27.555845;26.128157;2.6368196;546.6834;418.0777;545.4481;272.7986;0.098956674;0.053568643;0.13311541;58.837635;58.739273;46.433403;47.278873;72.34458;85.854645;48.072834;48.34803;56.557545;58.310608;0.0;10096.671;7236.1943;2.058004;2.0579205;2.0577774;0.51059026;0.5062171;0.47788423;192.0;30548.332;36626.68;241.0;29974.434;37284.035;157.0;27325.357;27148.602;28.423555;101.03061;75.83982;99.90459;26.229038;14.262389;82.78707;27.38402;101.02771;78.61998;3448.7205;26.922146;461.2908;416.09857;100.72812;28.228485;-5.8506207;64.376656;1655.5026;441.33405;-2.9720504;89.08325
2022-05-11 02:49:00;0.0;178.317;69.837814;-0.4019803;9.239236;0.73880726;248.24075;184.6404;186.05084;200.75337;26.90053;28.103573;25.566414;26.535534;1.2261859;609.13214;614.6552;602.6062;608.0788;6.9184465;98.60208;93.27321;32.491013;8.963248;46.90944;58.078144;47.798817;55.864193;0.0;0.0;0.0;423.70236;414.05746;330.9329;107.089195;27.581589;26.159311;2.6462233;546.2745;418.14795;545.0386;272.74347;0.09893827;0.053663153;0.13325787;58.812397;58.73626;46.42718;47.272144;72.510994;85.98048;48.065094;48.348076;56.544334;58.281437;0.0;10098.714;7247.052;2.0579913;2.0578816;2.0577946;0.51050544;0.5069207;0.47853598;192.0;30548.332;36626.68;241.0;29974.45;37284.05;157.0;27325.377;27148.617;28.417921;101.03068;75.80404;99.85759;26.204908;14.320569;82.835556;27.408218;101.0283;78.40806;3446.4043;26.91296;460.50845;416.32834;100.721535;28.217989;-5.851322;107.63881;1656.5271;441.34848;-2.9638197;89.095825
2022-05-11 02:50:00;0.0;176.64691;69.71251;-0.40354267;9.128223;0.24343453;246.67279;184.64885;185.96451;200.72064;26.92367;28.13231;25.508549;26.456335;1.2215023;605.99005;611.8517;599.0875;606.9016;6.9538293;98.62708;93.28062;32.488827;8.968025;46.908566;58.07666;47.79641;55.861683;0.0;0.0;0.0;423.73657;414.29636;330.96344;106.98726;27.605566;26.103662;2.6481974;546.1449;418.2182;544.702;272.68835;0.09900799;0.05375766;0.13337101;58.794483;58.696564;46.419407;47.27207;72.52211;85.97087;48.061146;48.34812;56.556114;58.264133;0.0;10070.079;7224.8086;2.0579975;2.0579386;2.0577762;0.5101033;0.5071966;0.4781186;192.0;30548.332;36626.68;241.0;29974.467;37284.066;157.0;27325.395;27148.63;28.41215;101.02914;75.76826;99.8106;26.211584;14.247023;82.93845;27.439215;101.028885;78.4752;3445.4436;26.903776;462.61127;416.47195;100.71496;28.207495;-5.852023;271.68634;1655.3856;441.3629;-2.955589;89.11584
2022-05-11 02:51:00;0.0;177.38953;69.5282;-0.40510502;9.017211;-0.09152127;247.25394;184.65732;185.94884;200.7147;26.94681;28.161049;25.560635;26.398249;1.2168187;607.09906;613.1005;600.1128;606.6657;6.9218464;98.652084;93.288025;32.486637;8.972802;46.907692;58.075176;47.794003;55.85917;0.0;0.0;0.0;423.7708;414.19638;330.99402;106.8961;27.614641;26.142519;2.6534815;546.3038;418.28845;544.5097;272.6332;0.09906578;0.053257354;0.1333846;58.851883;58.76128;46.420197;47.278587;72.48813;85.90548;48.052643;48.34817;56.524708;58.245117;0.0;10101.649;7267.656;2.0579922;2.0579224;2.0577986;0.5099496;0.5071843;0.4782479;192.0;30548.332;36626.68;241.0;29974.482;37284.086;157.0;27325.414;27148.645;28.406376;101.027596;75.73467;99.7636;26.226105;14.363486;83.04134;27.46632;101.02926;78.28664;3449.508;26.916481;462.6853;416.61557;100.708374;28.211914;-5.8527246;564.625;1655.1554;441.37735;-2.9718943;89.12258
2022-05-11 02:52:00;0.0;177.4928;69.34389;-0.40666738;8.906199;0.5261894;246.81563;184.66577;185.94884;200.7147;26.969948;28.189785;25.610012;26.480307;1.2121351;606.63086;612.39294;599.67596;606.4266;6.867915;98.677086;93.29126;32.484447;8.977579;46.90682;58.07369;47.791595;55.856655;0.0;0.0;0.0;423.80432;414.10242;330.84293;106.81089;27.623716;26.17649;2.657724;546.4626;418.3587;544.31744;272.61835;0.09896993;0.05346666;0.133156;58.81617;58.736423;46.419693;47.26849;72.33571;85.72504;48.05715;48.348217;56.489273;58.214825;0.0;10109.308;7249.6196;2.0579898;2.0579064;2.057795;0.5101552;0.50856024;0.47931552;192.0;30548.332;36626.68;241.0;29974.5;37284.1;157.0;27325.432;27148.658;28.400604;101.02626;75.70137;99.716606;26.240623;14.343683;83.14423;27.493425;101.02915;77.97186;3451.1768;26.94451;461.83102;416.7592;100.7018;28.253368;-5.852679;857.56366;1655.3514;441.39178;-3.0010657;89.12709
2022-05-11 02:53:00;0.0;176.70279;69.241005;-0.4082297;8.900679;0.32332173;246.03806;184.67424;185.94884;200.7147;26.993088;28.230335;25.650997;26.562365;1.2074515;605.7395;611.7201;598.61554;605.5788;6.8139834;98.71028;93.29298;32.48226;8.982356;46.905945;58.072205;47.78919;55.85414;0.0;0.0;0.0;423.83362;414.1685;330.8374;106.74956;27.632792;26.109375;2.6612933;546.62146;418.48795;544.1251;272.66425;0.09887407;0.05358323;0.13301535;58.82222;58.758415;46.421383;47.26175;72.40733;85.74669;48.053516;48.348263;56.49687;58.185974;0.0;10093.318;7277.4814;2.0579646;2.0578904;2.0578623;0.5105296;0.5102005;0.48090366;192.0;30548.332;36626.68;241.0;29974.518;37284.117;157.0;27325.451;27148.672;28.39483;101.02571;75.66806;99.66962;26.255142;14.273854;83.24712;27.511505;101.02904;77.82148;3454.189;26.972538;462.40778;416.7679;100.69522;28.294825;-5.8524485;1150.5023;1655.5475;441.4062;-2.9976666;89.13159
2022-05-11 02:54:00;0.0;177.20143;69.151436;-0.40979207;8.988258;-0.028208327;246.51007;184.6827;185.90947;200.6998;27.016226;28.277412;25.691984;26.618357;1.2027678;606.75836;612.6572;600.2139;606.3392;6.7600517;98.75224;93.29469;32.480072;8.987134;46.905067;58.07072;47.786777;55.851627;0.0;0.0;0.0;423.86288;414.23456;331.05017;106.688225;27.633121;26.166811;2.6700418;546.78033;418.70135;543.985;272.71017;0.09877822;0.053461507;0.13315046;58.8294;58.744457;46.418545;47.25845;72.43008;85.75486;48.056274;48.34831;56.481552;58.172806;0.0;10109.552;7261.302;2.0580025;2.0578744;2.057829;0.5118008;0.5112221;0.48209548;192.0;30548.332;36626.68;241.0;29974.533;37284.137;157.0;27325.47;27148.688;28.38906;101.02516;75.64788;99.62262;26.26966;14.208158;83.34159;27.52035;101.02892;78.077896;3454.5337;27.000158;461.89758;416.60303;100.68864;28.336279;-5.8522186;1036.2358;1655.7434;441.42062;-2.9942675;89.15371
2022-05-11 02:55:00;0.0;177.60887;69.06187;-0.41135442;9.075839;0.2705245;246.72227;184.69116;185.90947;200.6998;27.039366;28.324488;25.735533;26.672148;1.1980842;607.87213;613.5075;600.72406;607.15344;6.7979746;98.79216;93.29641;32.502747;8.990417;46.904194;58.069233;47.78437;55.849113;0.0;0.0;0.0;423.89218;414.30063;330.53738;106.68586;27.625359;26.10597;2.6979628;546.9392;418.91476;544.0892;272.75607;0.09868237;0.05304191;0.13321431;58.729248;58.65113;46.41689;47.25543;72.40057;85.70953;48.053932;48.348354;56.499218;58.177654;0.0;10110.654;7249.3804;2.058009;2.0579283;2.0577953;0.513033;0.5119378;0.48243815;192.0;30548.332;36626.68;241.0;29974.55;37284.152;157.0;27325.488;27148.701;28.383286;101.02461;75.645096;99.57562;26.28418;14.293636;83.42715;27.529196;101.02881;77.96594;3453.5308;27.008036;461.65353;416.4381;100.68206;28.377735;-5.8519883;258.21783;1655.9395;441.43506;-2.9908686;89.1362
2022-05-11 02:56:00;0.0;177.80954;69.30766;-0.41145968;9.163419;0.37184438;246.94518;184.69962;185.90947;200.71657;27.065144;28.371565;25.779705;26.72126;1.1934006;608.1861;614.2764;601.5273;607.5065;6.941078;98.81371;93.298134;32.526276;8.99146;46.90332;58.06775;47.781963;55.8466;0.0;0.0;0.0;423.92767;414.3667;330.2851;106.70717;27.617596;26.143518;2.6797242;547.0981;419.13327;544.19336;272.802;0.0987923;0.053277686;0.13327818;58.692513;58.62731;46.41523;47.250015;72.3985;85.733185;48.05307;48.3484;56.47992;58.175335;0.0;10108.281;7293.1094;2.0579789;2.0578823;2.057762;0.51373905;0.5125536;0.48330912;192.0;30548.332;36626.68;241.0;29974.566;37284.168;157.0;27325.508;27148.715;28.377512;101.02406;75.64231;99.52863;26.298698;14.261813;83.5127;27.535728;101.028694;77.2403;3452.5278;27.015913;461.41125;416.27322;100.67999;28.411526;-5.8517585;-519.80023;1655.9463;441.4495;-2.9874694;89.16116
2022-05-11 02:57:00;0.0;177.4111;69.27474;-0.40918812;9.2509985;0.43028903;247.29778;184.70647;185.90947;200.73146;27.112505;28.411867;25.857471;26.765345;1.188717;607.9211;613.8949;600.9756;607.29285;6.878753;98.835266;93.29985;32.540417;8.992502;46.902447;58.06626;47.77929;55.844086;0.0;0.0;0.0;423.96545;414.43277;330.1281;106.72848;27.609833;26.11466;2.6919804;547.25696;419.38538;544.29755;272.8479;0.09879969;0.05329748;0.13332267;58.752384;58.678757;46.416786;47.241096;72.32218;85.6339;48.05746;48.348446;56.45793;58.135048;0.0;10092.894;7281.8433;2.057998;2.0579388;2.0577283;0.51453143;0.51289976;0.48324305;192.0;30548.332;36626.68;241.0;29974.584;37284.184;157.0;27325.525;27148.729;28.37174;101.02351;75.63952;99.481636;26.324087;14.228614;83.59826;27.5392;101.02858;77.61285;3451.2903;27.02379;461.3646;416.1083;100.68915;28.436426;-5.851465;-346.9373;1655.3203;441.46393;-2.9840703;89.17828
2022-05-11 02:58:00;0.0;177.17815;69.478645;-0.40691656;9.338578;0.101977535;247.67567;184.71246;185.90947;200.73146;27.159866;28.441845;25.963842;26.809427;1.1840334;608.12213;613.9956;600.577;606.88135;6.780215;98.86629;93.30157;32.54141;8.993545;46.901573;58.064777;47.775433;55.84157;0.0;0.0;0.0;423.99832;414.49884;329.97113;106.76442;27.60207;26.040071;2.7001874;547.5555;419.63745;544.40173;272.89383;0.09876015;0.053317267;0.13335899;58.685913;58.61048;46.40967;47.240864;72.40025;85.730446;48.05713;48.34849;56.42828;58.09963;0.0;10111.781;7285.6963;2.058004;2.0578928;2.0578458;0.5150868;0.512693;0.4839933;192.0;30548.332;36626.68;241.0;29974.6;37284.203;157.0;27325.545;27148.742;28.365967;101.022964;75.636734;99.43464;26.350565;14.315991;83.668274;27.542671;101.028465;77.71361;3449.9792;27.031666;462.92316;415.9434;100.6983;28.461329;-5.851023;-207.63292;1655.4082;441.47836;-2.9806712;89.15493
2022-05-11 02:59:00;0.0;178.56265;69.72591;-0.404645;9.426158;0.051892225;248.08437;184.71846;185.90726;200.73062;27.189938;28.471823;26.008541;26.82823;1.1841382;609.52466;615.7371;603.60297;608.32245;6.6865788;98.91772;93.30328;32.542404;8.994587;46.9007;58.063293;47.771572;55.83906;0.0;0.0;0.0;423.97864;414.56488;329.81415;106.80373;27.594307;26.119669;2.7084932;547.9833;419.88956;544.5059;272.962;0.09874919;0.05344131;0.1333953;58.691975;58.619568;46.40528;47.22805;72.40838;85.73064;48.056797;48.348537;56.431576;58.100445;0.0;10117.378;7277.859;2.0579498;2.0578818;2.0577843;0.5151282;0.512196;0.4845192;192.0;30548.332;36626.68;241.0;29974.617;37284.22;157.0;27325.564;27148.758;28.360699;101.022415;75.63395;99.38765;26.37704;14.232149;83.69797;27.546143;101.02835;77.95149;3448.6682;27.039543;461.09473;415.7785;100.70746;28.48623;-5.8505816;-196.90523;1657.0259;441.4928;-2.9816847;89.15992
